Time UTC,Conductivity (S/m),Density (kg/m3),Practical Salinity (psu),Pressure (decibar),Temperature (C),Turbidity (NTU),Chlorophyll (ug/l),Oxygen Concentration Corrected (ml/l)
2021-06-09T11,2.895071,1019.446811,25.429362,9.064858333,10.55971806,2.140761111,30.040972222,6.576531859
2021-06-09T12,2.871937972,1019.104442,25.03917943,8.818680556,10.80253222,0.450311111,0.294027778,6.813962416
2021-06-09T13,2.854680839,1018.054469,23.98246647,8.344162733,12.1747048,0.416964732,0.467092474,7.769977871
2021-06-09T14,2.861723361,1017.539285,23.5053567,7.724866667,13.01905306,0.400369444,0.512222222,8.283622603
2021-06-09T15,2.83434396,1016.690593,22.64881259,7.086439878,14.03772563,0.366959178,0.669050264,9.017130007
2021-06-09T16,2.825982972,1016.637629,22.58074555,6.544680556,14.02735806,0.915744444,28.066597222,8.657481059
2021-06-09T17,2.843845861,1017.570701,23.49827134,6.221436111,12.7713325,0.517305556,38.149861111,7.139798108
2021-06-09T18,2.879648042,1018.309821,24.29196862,6.122571508,12.03972841,0.392627048,28.872535407,7.798088354
2021-06-09T19,2.855611667,1018.382599,24.30663932,6.108944444,11.67416333,0.269125,31.835694444,7.738144312
2021-06-09T20,2.847341016,1018.464567,24.36655757,6.275495696,11.46313968,0.297006387,12.486670369,7.558225911
2021-06-09T21,2.890381917,1019.116924,25.10098485,6.9516,10.97192639,0.341322222,15.999166667,7.235191947
2021-06-09T22,2.875191364,1019.182408,25.12889908,7.740758123,10.71856151,0.32465704,14.694945848,6.872796057
2021-06-09T23,2.89312175,1019.529997,25.51124024,8.445972222,10.41599389,0.286686111,32.779375,6.849976254
2021-06-10T00,2.903777806,1019.713471,25.71565463,8.957855556,10.27210278,26.8196998,76.515208333,6.435116722
2021-06-10T01,2.879200389,1019.464945,25.41262355,9.199644543,10.36325049,0.412490975,6.957650653,6.600233942
2021-06-10T02,2.871492667,1019.27486,25.20637928,9.176841667,10.55344417,0.403372222,0.308680556,7.027339113
2021-06-10T03,2.867938934,1018.578337,24.51259334,8.998764232,11.53370314,0.382121633,0.616495418,7.571369407
2021-06-10T04,2.875399111,1017.423074,23.42612739,8.788761111,13.34908583,0.4294,1.209305556,8.514647091
2021-06-10T05,2.862744488,1017.194025,23.18031697,8.643804499,13.56538073,0.304493196,1.438350458,8.608439751
2021-06-10T06,2.875658667,1017.983262,23.95846508,8.620038889,12.50274139,0.337486111,1.536527778,7.694518024
2021-06-10T07,2.891950556,1018.755406,24.74133587,8.650430556,11.52696056,0.272638889,2.330138889,7.369504159
2021-06-10T08,2.867194196,1018.798512,24.72696712,8.71956401,11.19748403,0.240061094,5.273118578,7.201400834
2021-06-10T09,2.883892111,1019.072823,25.03456099,8.791338889,10.97754056,0.209647222,6.997291667,7.052465902
2021-06-10T10,2.896284421,1019.40484,25.39070342,8.945292974,10.63236879,0.201735629,8.015690086,6.756968864
2021-06-10T11,2.902487111,1019.753707,25.75289336,9.058630556,10.20172139,0.266819444,2.043888889,6.3670792
2021-06-10T12,2.917610222,1019.679572,25.71137992,8.968575,10.46938694,0.456438889,3.339861111,6.520086896
2021-06-10T13,2.895820078,1019.041021,25.03722311,8.588794779,11.16404027,0.317589558,0.43689253,7.079387174
2021-06-10T14,2.852953972,1017.339167,23.29595135,8.026538889,13.23875444,0.290844444,0.734722222,8.463923311
2021-06-10T15,2.854833102,1016.984208,22.97156534,7.351541239,13.79824688,0.290172174,0.82845043,8.674554978
2021-06-10T16,2.858951889,1016.749936,22.76805568,6.705852778,14.20110556,0.347244444,14.297013889,8.585013727
2021-06-10T17,2.842103499,1016.611833,22.59986692,6.243973896,14.23662399,0.331699528,16.086364899,8.172279273
2021-06-10T18,2.862311889,1017.143832,23.14422108,6.031675,13.62228111,2.288505556,1.174027778,8.282375058
2021-06-10T19,2.857679694,1018.38585,24.31471027,6.005363889,11.68881111,0.311577778,2.758125,7.618703837
2021-06-10T20,2.832047015,1018.212191,24.08589179,6.00752291,11.66927603,0.269130797,1.985420716,7.704230245
2021-06-10T21,2.855266833,1018.752869,24.66576176,6.4581,11.12240111,0.291511111,4.288055556,7.377490111
2021-06-10T22,2.871736601,1018.945252,24.88850397,7.264187726,11.02308609,0.352066093,16.133296307,7.24441208
2021-06-10T23,2.901556917,1019.474631,25.4758843,8.067591667,10.58331,0.301244444,14.580416667,6.895628775
2021-06-11T00,2.902568675,1019.631813,25.63221818,8.723960011,10.37390392,0.366106637,8.885240211,6.859056033
2021-06-11T01,2.9183545,1019.760088,25.79266457,9.170625,10.36412722,0.545266667,49.497777778,6.458635451
2021-06-11T02,2.911041333,1019.548112,25.56466629,9.287183333,10.58903,0.505627778,0.346319444,6.868997895
2021-06-11T03,2.891270592,1018.784792,24.7659744,9.205740072,11.47993446,0.576506526,0.757220217,7.621055955
2021-06-11T04,2.890426278,1017.93364,23.94465711,9.001619444,12.73746722,0.657013889,1.173958333,8.378205286
2021-06-11T05,2.905154735,1018.352239,24.38282767,8.809583449,12.26821105,0.861507914,7.547695085,7.724907748
2021-06-11T06,2.924234694,1019.443449,25.49144197,8.718972222,10.87542944,0.623258333,29.924513889,6.654285257
2021-06-11T07,2.933282644,1019.288153,25.35785441,8.707284088,11.19442238,8.667545126,33.563871147,6.32692695
2021-06-11T08,2.92508225,1019.260102,25.31205132,8.745816667,11.14753361,0.774963889,16.544583333,6.798520167
2021-06-11T09,2.902375889,1019.376837,25.3768586,8.796108333,10.73725222,0.4695,17.065138889,6.726218704
2021-06-11T10,2.908682838,1019.744909,25.75828589,8.87531519,10.28031186,0.396520411,20.961469036,6.293478388
2021-06-11T11,2.928983556,1019.990998,26.04840046,8.994883333,10.15137639,0.253666667,18.673958333,6.265821672
2021-06-11T12,2.924366009,1019.928179,25.97521088,9.012060539,10.19022133,0.308997501,0.444459872,5.672831068
2021-06-11T13,2.907300611,1019.684687,25.69513616,8.777083333,10.34990028,0.288986111,0.3025,6.366206444
2021-06-11T14,2.90004225,1018.908045,24.91481067,8.306936111,11.39419722,0.509094444,0.946666667,7.222535226
2021-06-11T15,2.884366176,1017.952383,23.95283907,7.671888364,12.63394279,0.346212163,1.089697306,8.16591228
2021-06-11T16,2.868724861,1017.494395,23.48317549,6.991927778,13.15661833,0.295108333,0.953958333,8.588642672
2021-06-11T17,2.863393724,1017.348428,23.33554092,6.407295196,13.32040683,0.275990003,1.13697584,7.972884588
2021-06-11T18,2.914344806,1017.611885,23.71080649,6.053577778,13.45234972,,3.608541667,7.254672815
2021-06-11T19,2.899108859,1017.952195,24.00016481,5.964371008,12.78072369,,9.685087476,7.79257715
2021-06-11T20,2.85742425,1018.459962,24.38562464,5.998175,11.57475917,329.1293361,16.436180556,7.661103599
2021-06-11T21,2.850585472,1018.599793,24.50617397,6.150444444,11.29507944,2.014241667,15.076111111,7.377224251
2021-06-11T22,2.884440822,1019.192982,25.16354031,6.876998056,10.79707887,0.63070536,10.754234935,7.027588071
2021-06-11T23,2.894753056,1019.31373,25.30226827,7.736469444,10.73946722,1.106708333,9.255763889,6.919817876
2021-06-12T00,2.905769009,1019.587945,25.59629245,8.49035268,10.46956762,0.28348792,5.671966121,6.713264298
2021-06-12T01,2.912610917,1019.723083,25.74364805,9.075591667,10.35431917,,7.117986111,6.190219955
2021-06-12T02,2.904915051,1019.621363,25.62377523,9.39468481,10.41866315,,5.457650653,6.09701271
2021-06-12T03,2.888222056,1019.234274,25.20265738,9.421619444,10.79634,229.8449482,0.887777778,6.966424577
2021-06-12T04,2.884504944,1018.461728,24.43717639,9.264105556,11.88782944,0.750858333,0.984305556,7.711923069
2021-06-12T05,2.885170342,1018.210714,24.19551665,9.05485143,12.26361872,0.852768675,1.195431824,7.841647434
2021-06-12T06,2.889053694,1018.893969,24.87197086,8.884572222,11.29774722,151.5144799,0.837638889,7.021759157
2021-06-12T07,2.895879811,1019.632715,25.61848238,8.810013885,10.30114524,,2.670855318,5.852055379
2021-06-12T08,2.907387556,1019.726703,25.73749526,8.814127778,10.29151611,109.0647703,11.754166667,5.149460217
2021-06-12T09,2.895636917,1019.537944,25.52264706,8.871744444,10.43408833,45.4,6.638472222,6.197360394
2021-06-12T10,2.874085143,1019.432533,25.3703967,8.908078312,10.35185476,0.268550403,0.5107609,6.457735387
2021-06-12T11,2.892971806,1019.784938,25.7646007,8.976391667,10.05404222,0.22905,0.501527778,6.131185434
2021-06-12T12,2.901630519,1019.843885,25.84193152,9.052585393,10.06454735,3.034670925,0.804151625,5.5576793
2021-06-12T13,2.8939695,1019.745519,25.72695634,8.975527778,10.12077389,,6.153819444,5.683954801
2021-06-12T14,2.882036925,1019.537566,25.49423584,8.660640982,10.2864521,,0.38314013,6.395534637
2021-06-12T16,2.894302611,1018.072355,24.0919832,7.394347222,12.55659472,0.297977778,0.993472222,8.168316644
2021-06-12T17,2.910316245,1017.878813,23.94952875,6.743276868,13.01196779,0.290635934,1.016939739,8.326581513
2021-06-12T18,2.931091389,1017.775488,23.90510095,6.261422222,13.38154556,0.277866667,15.934652778,7.416130034
2021-06-12T19,2.938292558,1017.723925,23.87557802,6.029611219,13.53259567,0.503562899,2.587267426,7.914055484
2021-06-12T20,2.918092194,1018.006023,24.09403878,5.998197222,12.89774389,0.423775,1.315902778,8.515443918
2021-06-12T21,2.850351556,1018.160518,24.07876443,5.981219444,11.94595889,0.358155556,0.868263889,8.0564142
2021-06-12T22,2.879746931,1018.792572,24.76058648,6.372107748,11.3280536,0.280424882,6.04561233,7.485265127
2021-06-12T23,2.895445361,1018.996091,24.99214813,7.14635,11.20314028,0.326747222,5.625347222,7.394589887
2021-06-13T00,2.905506276,1019.40924,25.41971237,8.000011108,10.7195093,0.296228825,5.583101916,6.887253065
2021-06-13T01,2.908011583,1019.596148,25.6083251,8.709938889,10.48331111,0.306330556,6.466319444,6.359390897
2021-06-13T02,2.909645778,1019.730447,25.744048,9.211708333,10.31276472,2.904972222,56.458541667,4.031774961
2021-06-13T03,2.903055596,1019.548207,25.54643374,9.407317412,10.50282505,3.232568731,18.824840322,6.351970103
2021-06-13T04,2.8945255,1018.766406,24.7595322,9.375027778,11.55041083,0.481211111,0.715625,7.331841646
2021-06-13T05,2.85992105,1017.49804,23.45676627,9.192107748,13.07576062,0.522679811,1.022910303,8.241859963
2021-06-13T06,2.846495889,1017.112324,23.06135418,8.997519444,13.52148111,0.374947222,1.070555556,8.20879721
2021-06-13T07,2.865649014,1017.156086,23.15099418,8.854015551,13.65569536,0.396067759,2.460774785,6.787366532
2021-06-13T08,2.865266056,1017.532266,23.50468413,8.814072222,13.07368389,0.312286111,6.507986111,5.081374632
2021-06-13T09,2.848583389,1018.070648,23.97507757,8.828511111,12.07889583,0.313130556,7.106458333,6.531358755
2021-06-13T10,2.818444515,1018.260249,24.08875109,8.872046654,11.46896307,0.307570119,15.653082477,7.021457096
2021-06-13T11,2.828522444,1018.309348,24.15895652,8.903327778,11.50391333,0.28645,3.040486111,7.016500632
2021-06-13T12,2.83667173,1018.81081,24.66977567,9.005206887,10.85052069,0.290569286,0.610247154,6.151670965
2021-06-13T13,2.846630583,1018.709453,24.59144245,9.031338889,11.10722639,0.392475,15.277847222,4.682698474
2021-06-13T14,2.81044471,1018.363683,24.17076929,8.855579006,11.22458706,0.313879478,1.074354346,6.378510038
2021-06-13T15,2.79796375,1016.960641,22.80339094,8.430994444,13.2383925,0.40055,0.742708333,7.855558374
2021-06-13T16,2.767277528,1016.286986,22.10135868,7.844394444,13.96358583,0.3521,0.875277778,8.72978009
2021-06-13T17,2.819081283,1016.860673,22.76583124,7.19220772,13.6086662,0.661060816,1.244098861,7.809623625
2021-06-13T18,2.859802806,1017.224849,23.20993978,6.618938889,13.47303389,1.234497222,5.175347222,7.060968723
2021-06-13T19,2.847808053,1017.206171,23.16386557,6.274707026,13.37196973,3.379047487,13.079908359,6.351199286
2021-06-13T20,2.85551275,1017.314199,23.28487166,6.1258,13.28656917,0.791638889,6.039097222,7.199739394
2021-06-13T21,2.832406306,1017.465573,23.37091077,6.115583333,12.80700722,0.489177778,1.007708333,8.242367179
2021-06-13T22,2.820617134,1017.550893,23.4226411,6.172460428,12.55013135,0.367064704,1.762079978,8.324735306
2021-06-13T23,2.837619972,1018.285301,24.16662693,6.727866667,11.6253175,1.045583333,1.407986111,7.371958132
2021-06-14T00,2.83935779,1018.333505,24.21413023,7.542335462,11.57849986,4.250780339,0.817689531,7.299092148
2021-06-14T01,2.846312778,1018.759684,24.64350381,8.321355556,11.02566667,24.00006111,0.771944444,6.743890144
2021-06-14T02,2.862998223,1019.127743,25.04192195,8.962957512,10.67224299,1.856900861,0.713482366,5.758916306
2021-06-14T03,2.854732222,1019.127647,25.02186072,9.361166667,10.58508611,0.450305556,11.339791667,4.325596834
2021-06-14T04,2.827823333,1018.77864,24.61593364,9.427655556,10.80279167,0.318083333,0.457083333,6.902605268
2021-06-14T05,2.763980839,1017.452883,23.17887354,9.339761177,12.10536268,0.730883088,0.944876423,7.652788141
2021-06-14T06,2.773084167,1017.086038,22.85283653,9.148011111,12.77291806,0.669722222,1.194513889,7.951644205
2021-06-14T07,2.813402694,1017.339887,23.19257067,8.946745349,12.81521911,0.483640655,1.601499583,7.333809635
2021-06-14T08,2.846916444,1017.43297,23.36347934,8.808422222,13.03045111,172.8661108,13.831319444,6.255453946
2021-06-14T09,2.843233713,1017.324604,23.25264898,8.752579839,13.15685088,0.67465704,68.927520133,3.921400467
2021-06-14T10,2.82269725,1017.624253,23.48621602,8.750497222,12.47559694,1.187697222,4.342638889,6.693127964
2021-06-14T11,2.811186639,1017.771004,23.59927516,8.786661111,12.12946194,1.747261111,1.420138889,7.39758824
2021-06-14T12,2.736218023,1017.457959,23.11915203,8.825301305,11.7832591,3.322935296,9.265273535,7.33970099
2021-06-14T13,2.773962167,1017.932862,23.66642209,8.884152778,11.47319611,3.556933333,7.147986111,6.614740655
2021-06-14T14,2.823237212,1018.344047,24.18078254,8.861755068,11.39403555,68.09883349,11.41509303,5.533190274
2021-06-14T15,2.795588667,1018.072143,23.85314552,8.625902778,11.49861722,199.418654,14.560763889,5.955678895
2021-06-14T16,2.694848625,1016.240419,21.87360756,8.180513746,13.2562541,0.337239656,7.732157734,7.677263326
2021-06-14T17,2.756721889,1016.901606,22.64755673,7.595669444,12.87791833,0.290102778,8.001736111,6.919075784
2021-06-14T18,2.782535944,1016.547152,22.38358941,6.990402778,13.70798278,0.342586111,6.335694444,8.189725091
2021-06-14T19,2.836829131,1016.689299,22.65613477,6.495765065,14.06104943,1.208711469,28.539988892,6.678293008
2021-06-14T20,2.823458056,1016.530065,22.47650725,6.251983333,14.16775222,0.355225,9.338125,6.075247045
2021-06-14T21,2.812733574,1016.759187,22.66080648,6.170233269,13.69281116,0.340530408,1.351846709,8.354965633
2021-06-14T22,2.797228361,1017.004547,22.84913645,6.163741667,13.14158917,0.321688889,21.369444444,8.668776118
2021-06-14T23,2.7573535,1017.238285,22.97225792,6.381663889,12.34606139,7.773719444,26.893541667,8.1166625
2021-06-15T00,2.771433907,1017.723092,23.46555827,7.069053041,11.75342127,29.8969925,22.966606498,7.597331979
2021-06-15T01,2.794284889,1018.094267,23.87552197,7.852405556,11.44656389,6.452527778,7.806736111,6.929962722
2021-06-15T02,2.801579256,1018.436923,24.22380103,8.581133019,11.01551375,0.282549292,0.916273257,6.44977633
2021-06-15T03,2.816239194,1018.750171,24.56324439,9.129019444,10.71502528,0.342422222,2.425763889,4.847305827
2021-06-15T04,2.797619633,1018.590999,24.36323464,9.422113302,10.74832658,0.417497917,15.607192447,0.995034624
2021-06-15T05,2.7815295,1017.936417,23.68719022,9.429213889,11.55749222,0.423363889,0.641180556,1.429607523
2021-06-15T06,2.712111139,1016.375406,22.0368201,9.280341667,13.23526556,0.558255556,2.64,6.551400906
2021-06-15T07,2.705428298,1016.16728,21.82585752,9.067334074,13.48903027,0.466212163,2.284434879,9.290101315
2021-06-15T08,2.722428639,1016.356406,22.04502626,8.864733333,13.37062194,0.777191667,21.455833333,8.999375475
2021-06-15T09,2.760097084,1016.628851,22.39443609,8.738758678,13.34804749,2.090924743,13.137392391,8.34759905
2021-06-15T10,2.770930806,1017.359717,23.10918366,8.657586111,12.3191525,0.572658333,4.299583333,7.016615542
2021-06-15T11,2.75590847,1017.220208,22.94070007,8.638122744,12.37166593,0.464734796,21.313801722,7.983393047
2021-06-15T12,2.765232083,1017.431271,23.16407741,8.657455556,12.14632972,0.436213889,47.429375,8.155808387
2021-06-15T13,2.780929028,1017.763644,23.52001955,8.702427778,11.80745139,0.496383333,51.618888889,7.957334491
2021-06-15T14,2.785713135,1017.980507,23.74068705,8.73191058,11.52941128,0.738353235,13.300472091,7.651852588
2021-06-15T15,2.794071083,1018.461407,24.23112636,8.690258333,10.89798722,0.868208333,24.366458333,6.776219757
2021-06-15T16,2.802452458,1018.268178,24.06110374,8.4320411,11.2772877,0.447584004,65.146278811,7.055218581
2021-06-15T17,2.748794528,1016.802253,22.53165375,7.982880556,12.94600111,0.521619444,16.805,8.272778846
2021-06-15T18,2.718881311,1015.962425,21.68074818,7.434129408,13.95828131,0.53452652,0.832407665,9.265481923
2021-06-15T19,2.717208972,1015.768721,21.50253067,6.920927778,14.25136083,0.689613889,0.785902778,9.46192402
2021-06-15T20,2.735363111,1016.095802,21.84871835,6.548561111,13.91509222,0.687680556,1.389722222,8.077727395
2021-06-15T21,2.763996196,1016.379999,22.18437963,6.36130797,13.76826493,0.447545126,7.930158289,9.065969012
2021-06-15T22,2.740306917,1016.573839,22.30307074,6.329066667,13.2013175,0.58465,4.193263889,9.463355795
2021-06-15T23,2.718750208,1016.604195,22.27712275,6.361735629,12.91626548,0.334279367,3.827964454,9.469430233
2021-06-16T00,2.739647556,1017.2189,22.90771307,6.685166667,12.17958667,2.36705,9.417222222,8.55362914
2021-06-16T01,2.759861778,1017.79541,23.50699664,7.401794444,11.51736806,6.894813889,16.150555556,7.903797911
2021-06-16T02,2.797715635,1018.3345,24.11661401,8.14648431,11.12380811,6.379389059,14.551721744,7.610886388
2021-06-16T03,2.782994694,1018.436997,24.18108938,8.80645,10.81146972,6.334794444,13.071319444,7.518804783
2021-06-16T04,2.791888225,1018.65342,24.41275302,9.270141627,10.58983227,9.345209664,3.302554846,7.10862298
2021-06-16T05,2.766958056,1018.394617,24.10032664,9.477163889,10.70066306,6.068694444,4.528194444,7.325159994
2021-06-16T06,2.747781977,1017.700387,23.37870404,9.42773674,11.54356734,1.252521522,3.099902805,7.869127469
2021-06-16T07,2.681127639,1015.822541,21.44800453,9.211236111,13.7852625,0.769066667,2.492708333,9.396003154
2021-06-16T08,2.650268667,1015.362388,20.94850504,8.956288889,14.198445,1.234538889,3.547430556,9.831958697
2021-06-16T09,2.682046376,1016.009629,21.62262469,8.72250486,13.48485393,16.60529575,3.49555679,8.932319499
2021-06-16T10,2.710591528,1017.128672,22.74584106,8.576297222,12.01711778,17.97225278,1.427638889,7.47907925
2021-06-16T11,2.744991058,1017.015543,22.7247369,8.465329075,12.58098278,39.82379339,5.922521522,7.439871373
2021-06-16T12,2.716079722,1016.584776,22.24437714,8.431880556,12.93463056,40.18477778,0.858125,8.677368078
2021-06-16T13,2.722694279,1016.781854,22.44557695,8.416039989,12.69539683,0.665212441,0.764440433,8.555457904
2021-06-16T14,2.733435,1017.243266,22.91074506,8.436188889,12.08903444,0.4558,0.758472222,8.200868033
2021-06-16T15,2.735049667,1017.514069,23.17199773,8.486455556,11.68260111,0.321433333,0.825972222,7.48169277
2021-06-16T16,2.697049181,1017.25521,22.83233398,8.460566509,11.6573935,0.261357956,28.564565399,7.440441599
2021-06-16T17,2.698751972,1017.185611,22.77146718,8.221983333,11.78686333,0.297625,17.554375,7.693466723
2021-06-16T18,2.647897751,1016.247457,21.75920316,7.825412385,12.70731352,0.286778673,0.518814218,8.455272924
2021-06-16T19,2.615683417,1015.696409,21.16859733,7.355361111,13.24409139,0.305563889,0.503125,8.903613107
2021-06-16T20,2.630418111,1015.812221,21.31465947,6.917758333,13.21628889,0.322536111,0.690069444,8.604914173
2021-06-16T21,2.685760844,1016.559283,22.1512742,6.621377395,12.62187226,0.414365454,32.136628714,7.475485103
2021-06-16T22,2.681185889,1016.221011,21.82469982,6.499836111,13.1149525,0.367527778,26.235902778,8.689885855
2021-06-16T23,2.680751264,1015.924776,21.55063559,6.523760067,13.59301361,0.425626215,7.644820883,9.678942544
2021-06-17T00,2.645420833,1015.504249,21.07548569,6.599819444,13.89241056,0.416763889,6.167847222,9.893150868
2021-06-17T01,2.655225243,1016.384947,21.90979891,6.971449597,12.56086004,0.348897528,1.450985837,8.781511705
2021-06-17T02,2.658783444,1017.048374,22.54940843,7.672688889,11.55000917,0.395002778,2.840138889,7.904041529
2021-06-17T03,2.717621444,1017.833053,23.44154627,8.364241667,10.991595,0.435822222,1.452291667,7.552670716
2021-06-17T04,2.719716912,1018.03997,23.64685312,8.953535129,10.70226187,0.641055262,1.66321855,7.530418555
2021-06-17T05,2.805733722,1018.780813,24.56936801,9.354952778,10.55514806,1.652658333,0.793888889,7.070250602
2021-06-17T06,2.745125187,1018.220489,23.87958367,9.460772008,10.71846654,0.843010275,0.448417106,7.355265735
2021-06-17T07,2.683137833,1017.492003,23.02609156,9.336105556,11.13843083,0.638958333,0.483125,7.771014122
2021-06-17T08,2.673649403,1016.425424,21.98554625,9.053260205,12.71809858,0.711160789,0.705012497,8.744615267
2021-06-17T09,2.636767917,1015.382851,20.93241204,8.743738889,14.01419639,0.890994444,0.874791667,9.443937093
2021-06-17T10,2.58688025,1015.013711,20.46695414,8.44675,14.07001111,1.080491667,1.753125,9.258044729
2021-06-17T11,2.628892752,1016.510891,21.96086621,8.264151625,12.07235879,1.469375174,16.242710358,7.524968074
2021-06-17T12,2.587249333,1016.202309,21.5684966,8.137633333,12.1033575,1.938647222,11.507083333,7.278594753
2021-06-17T13,2.469838739,1015.218934,20.34945125,8.088758678,12.36054679,9.727261872,0.552971397,8.228406648
2021-06-17T14,2.400917333,1014.690842,19.68225437,8.061811111,12.44232472,100.4927611,0.613055556,8.403776314
2021-06-17T15,2.538230658,1016.114855,21.36198527,8.10858095,11.66261178,165.1848625,0.506109414,7.877653242
2021-06-17T16,2.580465861,1016.470766,21.80228802,8.21785,11.56799333,462.7820083,0.532013889,7.818319711
2021-06-17T17,2.592316056,1016.748034,22.09642684,8.233536111,11.25904722,62.792,13.240972222,7.241277621
2021-06-17T18,2.629861538,1016.998723,22.42765914,8.085362399,11.29196501,0.600308248,0.307692308,7.288585709
2021-06-17T19,2.595555806,1016.421281,21.79354676,7.786261111,11.82391056,0.321530556,0.441736111,7.79344853
2021-06-17T20,2.592930103,1016.552985,21.9143412,7.405173563,11.57568564,18.27551347,0.379200222,7.503784756
2021-06-17T21,2.617707139,1016.611748,22.03169569,7.051491667,11.76531611,0.484755556,22.438125,7.019994726
2021-06-17T22,2.6094895,1016.537036,21.94192153,6.800344444,11.78984917,4.926280556,12.111041667,7.161450344
2021-06-17T23,2.61264371,1016.275352,21.70346804,6.708505971,12.25393918,0.832813107,6.024507081,7.779396871
2021-06-18T00,2.577516167,1015.573121,20.95886179,6.778513889,13.00953722,0.368413889,0.683888889,8.920610057
2021-06-18T01,2.532273091,1015.111218,20.42038928,6.91329353,13.27538934,0.399094696,1.496875868,9.165038391
2021-06-18T02,2.571254528,1016.107255,21.43920888,7.282366667,12.05575722,0.341836111,0.813888889,8.200172411
2021-06-18T03,2.568343099,1016.375901,21.68670307,7.913937795,11.58898667,0.453365732,0.968203277,7.956727202
2021-06-18T04,2.642656472,1017.409375,22.8547259,8.55375,10.79445889,0.586844444,1.173402778,7.425753006
2021-06-18T05,2.684324333,1017.84776,23.37717442,9.092675,10.59489944,9.753397222,1.729861111,7.402351974
2021-06-18T06,2.717523327,1018.167986,23.76616745,9.42953624,10.48565093,4.31029714,6.886212163,6.84211656
2021-06-18T07,2.777967333,1018.524272,24.25323767,9.427986111,10.62861583,2.118061111,0.309166667,7.222149632
2021-06-18T08,2.788968148,1018.111381,23.874522,9.218211608,11.37235351,7.822391002,0.448347681,7.567924161
2021-06-18T09,2.772124917,1017.139596,22.90270754,8.863286111,12.67620444,18.16828889,0.711319444,8.439505284
2021-06-18T10,2.715192335,1016.234311,21.91584395,8.476612052,13.48568786,3.557067481,0.864204388,8.750852583
2021-06-18T11,2.701718833,1016.239391,21.88736415,8.132983333,13.32587722,3.942386111,10.985069444,7.839146192
2021-06-18T12,2.744284056,1017.103987,22.80440977,7.908933333,12.41933917,41.70000833,2.191666667,6.879433261
2021-06-18T13,2.750032908,1017.227047,22.93817864,7.751552347,12.29531825,3.488808664,7.51305193,7.161609566
2021-06-18T14,2.742048917,1017.563236,23.24243568,7.685013889,11.68626944,11.10345556,0.608680556,7.568568838
2021-06-18T15,2.726523549,1017.362344,23.01023132,7.65182727,11.81973841,2.761588448,0.785823382,7.820011045
2021-06-18T16,2.783265583,1017.990498,23.74944668,7.76155,11.48101889,0.801302778,0.481805556,7.602712788
2021-06-18T17,2.793976778,1018.059616,23.8406137,7.978972222,11.49666583,1.077472222,0.493263889,7.747262548
2021-06-18T18,2.822077701,1018.871302,24.70138523,8.103887809,10.59545321,7.831913357,1.300124965,6.860389421
2021-06-18T19,2.809980028,1018.718246,24.52295253,8.101566667,10.688395,1.407144444,0.545,6.483222036
2021-06-18T20,2.660709025,1017.331422,22.82513217,7.906559289,11.12409942,0.985498473,0.328033879,7.254365679
2021-06-18T21,2.649284306,1016.977953,22.45647263,7.61385,11.54687611,0.888838889,0.258055556,7.281325084
2021-06-18T22,2.644221077,1016.804124,22.278958,7.312224382,11.76362871,3.180449875,0.645792835,6.960091808
2021-06-18T23,2.65933375,1017.371833,22.86370424,7.09955,11.03737889,4.967163889,2.087361111,6.243188486
2021-06-19T00,2.702332139,1017.005893,22.62881942,7.045705556,12.1263125,5.484616667,2.898194444,6.789576647
2021-06-19T01,2.703511219,1015.876022,21.56359089,7.140255485,13.92686448,2.940016662,1.299014163,8.806017805
2021-06-19T02,2.639664167,1015.921463,21.43961187,7.281694444,13.14735778,0.720288889,0.507847222,8.512642797
2021-06-19T03,2.720288864,1017.015732,22.66393909,7.576337129,12.29035907,0.300369342,0.502221605,8.122959608
2021-06-19T04,2.751033194,1017.586535,23.28383171,8.150586111,11.75374,0.293325,0.474375,7.938625152
2021-06-19T05,2.805111302,1018.605549,24.39732565,8.760644265,10.80533296,0.351413496,0.336156623,7.126889782
2021-06-19T06,2.800909972,1018.75766,24.53638991,9.213297222,10.53488639,0.433138889,0.680138889,6.907445637
2021-06-19T07,2.805519306,1018.828451,24.61591736,9.434741667,10.48310111,12.16401944,1.030138889,6.151384132
2021-06-19T08,2.754868509,1018.327126,24.00722967,9.324009997,10.66536379,1.029691752,0.263607331,6.835800636
2021-06-19T09,2.74575425,1017.856566,23.52684552,8.999361111,11.27697194,1.040219444,0.433333333,7.246186044
2021-06-19T10,2.727653929,1016.820981,22.49653523,8.567317412,12.69139683,1.759277978,0.519925021,7.750617693
2021-06-19T11,2.725642306,1016.982196,22.64250398,8.080666667,12.40526944,0.774702778,0.501805556,7.649249875
2021-06-19T12,2.74278095,1017.407276,23.09088238,7.674262705,11.92694529,0.696412108,2.896417662,6.818944352
2021-06-19T13,2.706539639,1017.047575,22.66090661,7.402016667,12.08343028,13.58768333,5.341944444,6.290107236
2021-06-19T14,2.768535639,1017.60802,23.34756981,7.241983333,11.89919944,0.995125,0.673472222,7.261156724
2021-06-19T15,2.743842322,1017.145011,22.84571219,7.155551236,12.34555568,8.372129964,0.50888642,7.792627777
2021-06-19T16,2.850955306,1018.537727,24.4423011,7.136208333,11.39952333,0.830727778,0.493263889,7.367120487
