Time UTC, Oxygen Concentration Corrected (ml/l), Oxygen Concentration Corrected QC Flag, Oxygen Concentration Corrected Count, Corrected Heading (mobile position/attitude sensor) (deg), Corrected Heading (mobile position/attitude sensor) QC Flag, Corrected Heading (mobile position/attitude sensor) Count, True Heading (mobile position/attitude sensor) (deg), True Heading (mobile position/attitude sensor) QC Flag, True Heading (mobile position/attitude sensor) Count
2014-10-08T09,3.184166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T10,3.167833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T11,3.065333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T12,3.023333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T13,3.034,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T14,3.039833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T15,3.041333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T16,3.038833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T17,3.071833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T18,3.073166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T19,3.152,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T20,3.1185,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T21,3.184666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T22,3.144666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-08T23,3.05,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T00,3.010333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T01,3.037,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T02,3.034666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T03,3.065833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T04,3.092666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T05,3.1465,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T06,3.193666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T07,3.194166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T08,3.202666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T09,3.226,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T10,3.298666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T11,3.187333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T12,3.132833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T13,3.0935,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T14,3.077166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T15,3.076,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T17,,6.0,3.0,,9.0,0.0,,9.0,0.0
2014-10-09T18,3.242166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T19,3.241666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T20,3.228166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T21,3.197166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T22,3.229,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-09T23,3.192833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T00,3.142,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T01,3.1565,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T02,3.172833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T03,3.183,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T04,3.2125,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T05,3.301,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T06,3.296166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T07,3.325166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T08,3.395833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T09,3.339166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T10,3.401166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T11,3.407666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T12,3.315166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T13,3.228666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T14,3.183833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T15,3.1935,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T16,3.216166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T17,3.2315,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T18,3.234166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T19,3.236,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T20,3.216833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T21,3.228833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T22,3.233,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-10T23,3.253666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T00,3.2175,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T01,3.18,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T02,3.1785,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T03,3.188666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T04,3.211666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T05,3.281666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T06,3.329333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T07,3.335833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T08,3.362666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T09,3.395,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T10,3.4355,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T11,3.497166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T12,3.410666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T13,3.2855,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T14,3.243166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T15,3.226833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T16,3.1915,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T17,3.2045,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T18,3.217166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T19,3.218666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T20,3.222333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T21,3.229166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T22,3.237666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-11T23,3.242333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T00,3.2525,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T01,3.210833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T02,3.205166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T03,3.198666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T04,3.202,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T05,3.218,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T06,3.356666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T07,3.398666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T08,3.401166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T09,3.420833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T10,3.431666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T11,3.469166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T12,3.486833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T13,3.399833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T14,3.31,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T15,3.246333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T16,3.1895,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T17,3.1885,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T18,3.203833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T19,3.202166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T20,3.209166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T21,3.217666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T22,3.200166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-12T23,3.201333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T00,3.215166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T01,3.2025,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T02,3.150333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T03,3.142166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T04,3.141166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T05,3.135166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T06,3.138166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T07,3.1555,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T08,3.268833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T09,3.358333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T10,3.331,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T11,3.336833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T12,3.36,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T13,3.329,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T14,3.227666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T15,3.1935,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T16,3.119666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T17,3.102833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T18,3.0915,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T19,3.0955,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T20,3.110833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T21,3.1265,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T22,3.1085,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-13T23,3.082333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T00,3.074,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T01,3.078,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T02,3.091333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T03,3.110166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T04,3.136666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T05,3.130666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T06,3.143333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T07,3.169,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T08,3.173666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T09,3.2565,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T10,3.2735,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T11,3.234,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T12,3.201166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T13,3.198333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T14,3.249333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T15,3.1795,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T16,3.147833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T17,3.064166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T18,3.009166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T19,2.999833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T20,2.967833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T21,3.024,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T22,3.016666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-14T23,3.006166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T00,2.992666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T01,2.99,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T02,2.977666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T03,2.9825,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T04,3.040833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T05,3.093166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T06,3.080833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T07,3.067,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T08,3.0665,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T09,3.044166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T10,3.034666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T11,3.0135,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T12,3.023666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T13,3.051,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T14,3.044333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T15,3.098166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T16,3.079333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T17,2.986333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T18,2.9015,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T19,2.876,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T20,2.8585,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T21,2.860166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T22,2.867,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-15T23,2.875833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T00,2.867833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T01,2.873666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T02,2.857,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T03,2.865166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T04,2.881833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T05,2.902333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T06,2.9145,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T07,2.916166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T08,2.9215,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T09,2.908166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T10,2.915333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T11,2.9165,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T12,2.892666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T13,2.891,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T14,2.9,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T15,2.903,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T16,2.978833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T17,3.013833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T18,2.899,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T19,2.811166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T20,2.786833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T21,2.792,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T22,2.801166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-16T23,2.801166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T00,2.809166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T01,2.804,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T02,2.794833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T03,2.805333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T04,2.8075,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T05,2.8235,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T06,2.847,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T07,2.867,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T08,2.873166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T09,2.8725,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T10,2.8505,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T11,2.847166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T12,2.853,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T13,2.844333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T14,2.842666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T15,2.839833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T16,2.8585,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T17,2.942333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T18,2.910666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T19,2.792666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T20,2.784833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T21,2.761,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T22,2.744,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-17T23,2.744166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T00,2.752833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T01,2.758666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T02,2.757666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T03,2.759666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T04,2.758333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T05,2.754666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T06,2.772833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T07,2.785166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T08,2.787166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T09,2.798833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T10,2.790166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T11,2.793833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T12,2.779166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T13,2.789,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T14,2.781833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T15,2.786166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T16,2.791833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T17,2.804833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T18,2.893833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T19,2.900166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T20,2.827333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T21,2.831666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T22,2.793333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-18T23,2.785,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T00,2.786833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T01,2.8055,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T02,2.780833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T03,2.776333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T04,2.76,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T05,2.752833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T06,2.749,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T07,2.774333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T08,2.825166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T09,2.875833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T10,2.8745,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T11,2.812666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T12,2.815333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T13,2.8145,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T14,2.8245,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T15,2.808333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T16,2.814666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T17,2.827333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T18,2.838666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T19,2.911,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T20,2.827833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T21,2.764666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T22,2.808333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-19T23,2.791833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T00,2.8115,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T01,2.813166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T02,2.811666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T03,2.8085,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T04,2.787333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T05,2.757666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T06,2.747,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T07,2.776833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T08,2.844166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T09,2.896666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T10,2.894166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T11,2.886666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T12,2.926666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T13,2.886666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T14,2.856666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T15,2.872833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T16,2.861333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T17,2.876666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T18,2.875,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T19,2.903,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T20,2.949166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T21,2.876833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T22,2.812833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-20T23,2.8495,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T00,2.842166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T01,2.862333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T02,2.864333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T03,2.893666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T04,2.883333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T05,2.828,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T06,2.843666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T07,2.8425,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T08,2.905,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T09,2.980666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T10,2.929,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T11,2.8955,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T12,2.899333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T13,2.9255,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T14,2.956666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T15,2.9595,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T16,2.9525,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T17,2.9415,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T18,2.913833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T19,2.925166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T20,2.969666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T21,2.974666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T22,2.926,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-21T23,2.918,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T00,2.917666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T01,2.936333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T02,2.941833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T03,2.949,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T04,2.998166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T05,3.0535,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T06,3.079666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T07,3.091166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T08,3.015666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T09,3.054333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T10,2.981833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T11,2.953333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T12,2.945833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2014-10-22T13,2.931666667,7.0,6.0,,9.0,0.0,,9.0,0.0
