Time UTC, Oxygen Concentration Corrected (ml/l), Oxygen Concentration Corrected QC Flag, Oxygen Concentration Corrected Count, Corrected Heading (mobile position/attitude sensor) (deg), Corrected Heading (mobile position/attitude sensor) QC Flag, Corrected Heading (mobile position/attitude sensor) Count, True Heading (mobile position/attitude sensor) (deg), True Heading (mobile position/attitude sensor) QC Flag, True Heading (mobile position/attitude sensor) Count
2017-03-04T21,5.597666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-04T22,5.626833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-04T23,5.6655,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T00,5.632166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T01,5.620166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T02,5.309833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T03,5.581666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T04,5.5855,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T05,5.6305,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T06,5.630333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T07,5.627,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T08,5.613666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T09,5.6055,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T10,5.595833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T11,5.597833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T12,5.602666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T13,5.5985,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T14,5.598,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T15,5.562333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T16,5.5575,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T17,5.567166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T18,5.554,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T19,5.552666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T20,5.567833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T21,5.590333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T22,5.571166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-05T23,5.598333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T00,5.6225,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T01,5.606666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T02,5.601333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T03,5.620166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T04,5.5725,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T05,5.549833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T06,5.585666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T07,5.584333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T08,5.589166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T09,5.559166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T10,5.560333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T11,5.556,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T12,5.554,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T13,5.562833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T14,5.560833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T15,5.556,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T16,5.563,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T17,5.558333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T18,5.564333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T19,5.5605,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T20,5.5685,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T21,5.564833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T22,5.581,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-06T23,5.56,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T00,5.5655,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T01,5.5755,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T02,5.59,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T03,5.589666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T04,5.589333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T05,5.616166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T06,5.6025,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T07,5.5985,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T08,5.568333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T09,5.509166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T10,5.500166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T11,5.485,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T12,5.486166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T13,5.491666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T14,5.5115,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T15,5.505666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T16,5.494166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T17,5.497666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T18,5.4895,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T19,5.501166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T20,5.508833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T21,5.509833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T22,5.513833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-07T23,5.511166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T00,5.535333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T01,5.525333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T02,5.542666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T03,5.531166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T04,5.5515,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T05,5.553166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T06,5.562666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T07,5.574166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T08,5.550166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T09,5.528,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T10,5.490166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T11,5.4595,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T12,5.453333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T13,5.447166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T14,5.452166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T15,5.468833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T16,5.455666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T17,5.4685,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T18,5.4785,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T19,5.474666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T20,5.477833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T21,5.504,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T22,5.4955,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-08T23,5.506833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T00,5.521,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T01,5.5375,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T02,5.543166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T03,5.564333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T04,5.570833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T05,5.581,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T06,5.587166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T07,5.597666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T08,5.581833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T09,5.554166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T10,5.514333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T11,5.481666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T12,5.4635,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T13,5.459666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T14,5.446833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T15,5.450333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T16,5.466833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T17,5.455666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T18,5.472833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T19,5.492666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T20,5.482666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T21,5.508833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T22,5.529,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-09T23,5.513,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T00,5.530666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T01,5.536666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T02,5.568,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T03,5.5915,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T04,5.591333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T05,5.6045,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T06,5.624166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T07,5.637,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T08,5.645333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T09,5.599666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T10,5.5485,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T11,5.513833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T12,5.486833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T13,5.473,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T14,5.471833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T15,5.4775,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T16,5.4875,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T17,5.492833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T18,5.502,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T19,5.514666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T20,5.522,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T21,5.542333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T22,5.541833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-10T23,5.571,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T00,5.566666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T01,5.562166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T02,5.563666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T03,5.595833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T04,5.629,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T05,5.6575,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T06,5.652,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T07,5.652833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T08,5.668833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T09,5.670666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T10,5.639166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T11,5.5765,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T12,5.569,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T13,5.562666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T14,5.550833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T15,5.556333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T16,5.558666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T17,5.582666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T18,5.584,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T19,5.590666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T20,5.605666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T21,5.636166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T22,5.641666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-11T23,5.612833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T00,5.57,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T01,5.5475,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T02,5.550833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T03,5.549333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T04,5.600666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T05,5.625,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T06,5.641333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T07,5.658,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T08,5.688333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T09,5.730666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T10,5.695666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T11,5.668666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T12,5.609166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T13,5.592666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T14,5.6035,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T15,5.614,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T16,5.615333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T17,5.616833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T18,5.6225,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T19,5.6385,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T20,5.651333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T21,5.673,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T22,5.689166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-12T23,5.674833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T00,5.663666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T01,5.631666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T02,5.614,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T03,5.617333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T04,5.618666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T05,5.642333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T06,5.658833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T07,5.665666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T08,5.687166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T09,5.700166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T10,5.7105,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T11,5.700333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T12,5.648833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T13,5.638833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T14,5.636833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T15,5.640333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T16,5.6455,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T17,5.644333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T18,5.658166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T19,5.659,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T20,5.664333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T21,5.673666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T22,5.686833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-13T23,5.699833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T00,5.695833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T01,5.665833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T02,5.652333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T03,5.647666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T04,5.651666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T05,5.661,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T06,5.701666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T07,5.705,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T08,5.6985,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T09,5.693166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T10,5.699833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T11,5.703666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T12,5.674166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T13,5.66,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T14,5.654666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T15,5.656,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T16,5.6565,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T17,5.656333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T18,5.656333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T19,5.660833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T20,5.661,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T21,5.686166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T22,5.695666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-14T23,5.702333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T00,5.713,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T01,5.680166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T02,5.666666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T03,5.662833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T04,5.6625,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T05,5.66,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T06,5.660333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T07,5.674833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T08,5.679833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T09,5.6985,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T10,5.6935,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T11,5.704833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T12,5.708,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T13,5.679833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T14,5.668833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T15,5.665,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T16,5.666166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T17,5.667333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T18,5.667166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T19,5.6775,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T20,5.677666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T21,5.678666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T22,5.682,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-15T23,5.680333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T00,5.687166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T01,5.7055,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T02,5.6815,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T03,5.672,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T04,5.667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T05,5.669666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T06,5.6725,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T07,5.670666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T08,5.675833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T09,5.680833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T10,5.6805,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T11,5.680333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T12,5.6815,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T13,5.6805,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T14,5.673333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T15,5.6715,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T16,5.669833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T17,5.6705,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T18,5.669666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T19,5.683666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T20,5.6985,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T21,5.697333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T22,5.691,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-16T23,5.6915,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T00,5.703666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T01,5.703666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T02,5.693833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T03,5.6755,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T04,5.668166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T05,5.6725,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T06,5.673833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T07,5.6715,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T08,5.672,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T09,5.679,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T10,5.681,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T11,5.676833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T12,5.685,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T13,5.687333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T14,5.678666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T15,5.6755,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T16,5.671166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T17,5.6725,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T18,5.671166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T19,5.678166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T20,5.685,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T21,5.6855,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T22,5.688166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-17T23,5.688,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T00,5.689,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T01,5.6985,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T02,5.698,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T03,5.676333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T04,5.670333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T05,5.665166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T06,5.667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T07,5.6675,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T08,5.668,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T09,5.6695,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T10,5.667166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T11,5.6665,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T12,5.665833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T13,5.666666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T14,5.662666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T15,5.655833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T16,5.651666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T17,5.651833333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T18,5.650166667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T19,5.651,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T20,5.658333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T21,5.662,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T22,5.651333333,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-18T23,5.6505,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-19T00,5.668666667,7.0,6.0,,9.0,0.0,,9.0,0.0
2017-03-19T01,5.673166667,7.0,6.0,,9.0,0.0,,9.0,0.0
